mean_ci_0,mean_ci_1,mean_ci_2,mean_ci_3,mean_ci_4,mean_ci_5,mean_ci_6,mean_ci_7,mean_ci_8,mean_ci_9,mean_ci_10,mean_ci_11,mean_ci_12,mean_ci_13,mean_ci_14,mean_ci_15,mean_ci_16,mean_ci_17,mean_ci_18,mean_ci_19,mean_ci_20,mean_ci_21,mean_ci_22,mean_ci_23,mean_ci_24,mean_ci_25,mean_ci_26,mean_ci_27,mean_ci_28,mean_ci_29,mean_ci_30,mean_ci_31
0.219172493465245,0.012889087431249,0.076347360223532,0.218351894254469,0.162951025069691,-0.071544518554583,0.096425251219422,0.105334083203692,0.007557393022347,-0.206048575930297,0.116908378253691,0.054074939843267,-0.245162645936012,-0.304791530746967,-0.114939503668342,-0.048800571206957,-0.112968528714031,-0.081324993468821,-0.125290188100189,0.265890583118424,-0.069137492416427,-0.016729669598397,0.205200650773942,0.01169826499885,0.237805927835288,0.097865660417825,0.06757005335018,-0.055121461012634,0.132185325875878,-0.191601752583869,0.281026601061225,-0.052856656103861
0.242237988557008,0.030296544839681,0.198766556308935,0.155872167010481,0.001671988795048,-0.131581452156145,0.049353277864915,0.082515614711156,0.022146169127761,-0.206703636171142,0.151804316406318,0.07660923345126,-0.191913103221547,-0.315065720864368,-0.200400181141352,0.012513232053607,-0.080101370908172,-0.16003685497041,-0.038786782025757,0.269856980722276,-0.104932403025183,-0.073832320681807,0.188020744675062,0.000514882285377,0.246829383641549,0.058905512061756,0.110795368829713,-0.053391274865286,0.078361629880722,-0.078540275912019,0.250005262473678,-0.05935826219987
0.243402969766857,0.076698049373192,0.07235782559098,0.219655789029867,0.161300313211261,-0.057758998577676,0.070368984864319,0.135036735343037,0.021407170370776,-0.190122562716508,0.099593976013309,0.064849054833499,-0.247757802854124,-0.258681342091147,-0.152097480385371,-0.04345534592674,-0.123855196289303,-0.138487670412866,-0.099008575727965,0.212699739338235,-0.100859092207854,-0.049245764381533,0.188804784530675,-0.030511786573644,0.258658131018292,0.123619409561841,0.114513903523908,-0.087523400234527,0.068385981245121,-0.17561567561548,0.255807256772453,-0.058502416229628
0.032571083598859,0.162659340600173,0.113052082381078,0.180821918798167,0.122931473458274,0.124278034926725,0.135758897644423,0.196172068702678,-0.078143805015965,-0.147586704180798,0.169045407934824,-0.034270586005213,-0.177377335046462,-0.24699817166575,-0.310585386923049,-0.105096962511916,-0.255165897025948,-0.30958587729616,0.017397409805562,0.210342760206688,-0.069823294869136,-0.133668796916581,0.211734650035699,0.141982296820996,0.178611340923678,0.241162779053584,0.296316921183219,0.00230935971139,0.201786117791198,-0.146247261367916,0.368222441389004,-0.13736998350803
0.244162313178651,0.073678429376676,0.126067378457535,0.199747233374699,0.081092066002532,-0.135585222063955,0.046953208916461,0.069277030443102,0.030605414155231,-0.210399760285745,0.091541395881339,0.050059856377072,-0.229358324613254,-0.28255047216206,-0.116798499662026,-0.00157501380985,-0.105818588126174,-0.088570866238762,-0.077853624976391,0.251071584893407,-0.044533344581388,-0.043248952641194,0.224838850071637,0.037451066932566,0.254968920680652,0.122052468166494,0.131378572828531,-0.105638467984275,0.055665260151465,-0.091688910333507,0.282236843244047,-0.064456228259112
0.250290850541066,-0.005499418724607,-0.008369965359036,0.28711910511234,0.182433280950811,-0.050330622044636,0.068627685433464,0.192621364039812,-0.06395081240584,-0.239099085528315,0.064821899883793,0.089322510792963,-0.29515745752225,-0.197088399693409,-0.189514953241174,0.058814644021913,-0.139208460268786,-0.127015366814365,-0.086862765463801,0.248857604783206,-0.076039046398226,-0.125259120834415,0.228747631070603,0.043137997056225,0.182938804426452,0.023479055195293,0.055389297879135,-0.057913625707789,0.22939765786924,-0.201336043617491,0.297166087173502,-0.083223792187415
0.239160261259144,0.058051257471136,0.148318464457497,0.147277100890938,0.070402240756844,-0.117606234134628,0.084527422149176,0.087782704259955,-0.006012757155377,-0.184405604065694,0.1184110892279,0.076442672892798,-0.220977539220505,-0.327321586979412,-0.118496217047689,-0.073962215888536,-0.079769235226234,-0.114555516588763,-0.119160207976359,0.228071690522507,-0.114444895755327,-0.047030028853067,0.227053628050017,0.045919884322794,0.276946245073676,0.087362660370746,0.131194946590956,-0.058687925201494,0.022376094967236,-0.144598229732402,0.255707954680788,-0.068807951925641
0.193925490456351,0.068742725537734,0.172682551222362,0.180734286254816,0.124849960066671,-0.015358740228406,0.017918281654796,0.058427551044465,0.019675145270381,-0.186304413334838,0.141076528239639,0.103302399136042,-0.152098391529466,-0.31106631534195,-0.207763218628295,-0.008748383848572,-0.134662824892177,-0.079025571687759,-0.027409708430844,0.261964275015079,-0.130854690433715,-0.071989339315908,0.155163896819472,-0.016438440431506,0.272014113164015,0.098419021537758,0.118403163415464,-0.027432275138432,0.14307097486924,-0.135790226604329,0.285308717875584,-0.076156112218925
0.22348045551616,0.065454638934341,0.150164162946161,0.174338049193005,0.128597036092608,-0.058424249264776,0.050218611107396,0.10376701433774,0.004755352446678,-0.164913604768898,0.096989650781564,0.048246655501961,-0.240106604322179,-0.337560748021193,-0.120201571287036,-0.05171191023743,-0.064250605030422,-0.121629587339648,-0.108591819608894,0.227986333502605,-0.120173912880146,-0.045535228666609,0.205348314334553,-0.009378889508785,0.222564863951597,0.127157881182614,0.138983033161595,-0.081986565030281,0.035993228762814,-0.168034093726116,0.280900340420172,-0.031929882319793
0.262914839267897,0.008986862890428,0.173597201387389,0.251376928908271,0.11447505649386,-0.11095689238839,0.057485867568148,-0.0463520938963,-0.014231710789019,-0.106662048107606,0.162417116921908,0.022102043294581,-0.222705013484871,-0.365232511183096,-0.209618216193121,-0.128316870765238,-0.060821798456956,-0.075562555442496,-0.122250452732016,0.229788202107706,-0.120806146162475,-0.05913631614387,0.293533740003737,0.123244636719419,0.272056205115744,0.136391002477195,0.182148265660829,-0.179691088046842,0.043716667421826,-0.126059748033199,0.245159798749241,-0.122478921470871
