mean_ci_0,mean_ci_1,mean_ci_2,mean_ci_3,mean_ci_4,mean_ci_5,mean_ci_6,mean_ci_7,mean_ci_8,mean_ci_9,mean_ci_10,mean_ci_11,mean_ci_12,mean_ci_13,mean_ci_14,mean_ci_15,mean_ci_16,mean_ci_17,mean_ci_18,mean_ci_19,mean_ci_20,mean_ci_21,mean_ci_22,mean_ci_23,mean_ci_24,mean_ci_25,mean_ci_26,mean_ci_27,mean_ci_28,mean_ci_29,mean_ci_30,mean_ci_31
0.146951121588548,0.121345714148548,-0.380645937182837,-0.236570754088461,-0.207220218092617,0.386182706389162,-0.025392405119621,-0.291628068054302,0.083398550334904,-0.094193335622549,0.005746062431071,0.049542847606871,0.20880166379114,-0.221405462724053,-0.921172582440906,0.628904556234678,0.386394123236338,-0.146167340791888,-0.165671229963967,0.059634082640211,-0.274204227129101,0.139033234678209,-0.161312692565843,0.094336153299082,0.341823730617762,0.422794247253074,-0.197027689466874,-0.2446439905713,0.229796557506132,-0.391403114526636,-0.223553601238463,0.391298388337923
0.078778054565191,0.335557498037815,-0.405123736709356,-0.444805756211281,0.461582347750664,0.26199246942997,-0.089013919234276,-0.1207538805902,-0.190360471606255,-0.374502204358578,-0.079401504248381,0.25660665333271,-0.023685199208558,-0.247261274605989,-0.705331176519394,0.66151562333107,0.523547172546387,-0.535700783133507,-0.155102830380201,0.361512623727322,-0.11692280927673,0.002103578299284,-0.20571440923959,0.551523193717003,0.453928336501121,0.543861880898476,0.224984518252313,0.274977006018162,0.101888082921505,-0.14498670399189,-0.31349428743124,0.652207106351852
-0.164894300202529,0.272759740861754,-0.431577051679293,-0.360977044949929,0.303719171633323,0.396296637753646,0.088737521553412,-0.309833287571867,-0.144391601905227,-0.155230920451383,0.140199344294767,-0.126832626139124,-0.057824998473128,0.030555001770457,-0.6131268988053,0.695294340451558,0.632200829684734,-0.554626524448395,0.000646386140337,0.281144777933756,-0.131686134263873,0.069644691112141,0.096461224524925,0.040547277002285,0.323625413080056,0.516178990403811,-0.08895325800404,-0.002647377550602,0.139436061183612,-0.13317008287413,-0.25253481293718,0.477149677152435
0.219585223821923,0.087431302876212,-0.392539012129419,-0.250307156704366,0.264563223579898,0.393355831271038,-0.082203379075509,-0.39895210089162,-0.178034994751215,-0.025047870003618,0.046402840147494,0.128003099001944,0.070480170048541,-0.141652909878758,-0.63309932127595,0.515177002176642,0.272174122743309,-0.449599210172892,-0.17646306820825,0.329400897258893,-0.045482343586627,-0.036426270351512,0.077554116840474,0.202786598740204,0.330787350598257,0.42837452609092,-0.148089579772204,-0.226170942070894,0.145635253749788,-0.55398671515286,-0.139902516151778,0.579953205771744
0.050158158643171,-0.27585625462234,-0.582402580976486,-0.10523104313761,0.184503304027021,0.160945165902376,0.022735033370555,-0.199044455587864,0.164828235283494,-0.050703168660402,0.022695219144225,0.007962425239384,0.072233549132943,-0.448685144633055,-0.825965681672096,0.446662770211697,0.504144299030304,-0.425519773364067,-0.185688224062324,0.105147227575071,-0.039553438546136,0.157835302129388,-0.169980674330145,0.088229869864881,0.492570877075195,0.32503958940506,-0.349742401018739,-0.342095331917517,0.013762802258134,-0.540358652174473,-0.154786276072264,0.434475510567427
-0.143910781654995,0.255138895474374,-0.090554242022336,-0.217944423726294,0.180921725230292,0.610697321593761,0.037188169953879,-0.468848928809166,-0.19271297683008,-0.1988017084077,0.053183310199529,0.061595009989105,0.374801595695317,-0.36637122835964,-0.728357911109924,0.578600201755762,0.371683886274695,-0.534329213202,-0.248792900369153,0.037730868440122,-0.058506888570264,-0.026643869234249,0.014700816711411,0.040668766014278,0.181381491944194,0.32662254339084,0.019375306903385,0.035798953147605,0.167836284264922,-0.420277018347406,-0.104092762805521,0.601221492514014
0.334622337499209,-0.346837800584341,-0.530749454310066,-0.095324081875253,-0.05318175017703,0.266960829986553,-0.109487666666769,-0.260495996200725,0.325325635384376,0.003337569632813,-0.071645588744759,-0.130929391651431,0.023846671197629,-0.508294310649498,-1.05206778880797,0.55204240363418,0.325849365508347,-0.145131834643779,-0.123696140787695,-0.072157010746499,-0.16467111064693,0.312170448271852,-0.194062780793103,0.084025242986778,0.466494138957116,0.479071151007686,-0.151371547788904,-0.516112742912874,0.120717452030237,-0.337652959260403,-0.227061252281266,0.221226546259826
0.387241825461388,0.24411196509997,-0.108005806803703,-0.190997237960498,0.148359221716722,0.245721260706584,0.436919028560321,-0.478345264991124,-0.228498965501785,-0.210875406861305,-0.01793634146452,0.421002258857091,0.093599919229746,-0.32522913813591,-0.643923381964366,0.682142039140065,0.255965895950794,-0.380364147325357,-0.32064455250899,0.439500858386358,0.027836437337101,0.102953833838304,-0.263958427434166,0.302904903888702,0.169750034809113,0.276490120838086,0.159388989210129,-0.081682150562604,0.285458527194957,-0.550842742125193,-0.015572572747866,0.607145667076111
0.324348901708921,-0.118757161001364,-0.3041714305679,-0.160522359112899,0.260722100734711,0.230609835746388,0.185706477612257,-0.176841242859761,-0.259756088256836,-0.222069482008616,0.216179077823957,-0.362109005451202,-0.20509127775828,-0.305645217498143,-0.805010934670766,0.647570411364237,-0.060029578705629,-0.197356683512529,-0.537061860164007,0.055556615193685,0.06216120471557,0.612463196118673,-0.316643272837003,0.513863628109296,0.785531143347422,0.367095896353324,-0.107951946556568,-0.064229115843773,-0.060100748203695,-0.657998432715734,0.107510611414909,0.751938124497732
-0.008784712691392,0.075644641050271,-0.298234506554547,-0.30498972818965,0.066416448869166,0.301977970947822,0.089589459998977,-0.624508341153463,-0.492860988669452,-0.379969275600853,0.010788118732827,-0.11127642874739,-0.131077069168289,-0.004286902291434,-0.850975797999473,0.381777719062354,0.352521227705958,-0.502649192653951,-0.047983427707333,0.440484646530378,0.126776361716024,-0.029677849529045,-0.018512944690883,0.092743657795446,0.47796690694633,0.369615472320999,-0.031503849618492,0.290176532419753,0.057350275638913,-1.11814029443832,-0.321931930170173,0.576839850062416
